trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights,transport_mode,accommodation_type,visa_type,booking_channel,advance_booking_days,budget_per_person_usd,total_trip_spend_usd,restaurant_spend_per_day_usd,attractions_visited,local_transport_used,travel_insurance,repeat_visitor,overall_satisfaction,trip_rating,safety_perception,language_barrier,wifi_satisfaction,would_recommend,social_media_shared,eco_friendly_choices,carbon_footprint_kg_co2,currency_satisfaction,health_safety_compliance
TRP0008919,2022,2,Winter (Dec-Feb),Italy,Maldives,Adventure/Sports,Group Tour,9,7,Air,3-Star Hotel,Visa on Arrival,Online Travel Agency,77,1256.67,11310.03,49.33,1,Boat,No,Yes,Very Satisfied,4,Neutral,None,Average,Probably,YouTube,Partially,6412.2,Neutral,Full
TRP0008920,2024,5,Spring (Mar-May),Brazil,Canada,Leisure/Tourism,Solo,1,3,Air,5-Star Hotel,Visa on Arrival,Online Travel Agency,46,598.52,598.52,57.51,6,Walking/Cycling,Yes,No,Satisfied,5,Neutral,None,Good,Definitely,Instagram,No,406.5,Favorable,Full
TRP0008921,2024,12,Spring (Mar-May),Mexico,Italy,Leisure/Tourism,Solo,1,14,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,11,378.79,378.79,104.71,3,Public Transport,No,Yes,Dissatisfied,3,Very Safe,Mild,Average,Maybe,TikTok,No,687.1,Neutral,Full
TRP0008922,2024,10,Winter (Dec-Feb),Russia,Japan,Leisure/Tourism,Business Traveler,1,3,Road,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,71,1326.43,1326.43,69.33,7,Taxi/Ride-share,Yes,No,Satisfied,3,Safe,Mild,Poor,Maybe,None,Partially,94.0,Unfavorable,Full
TRP0008923,2024,10,Winter (Dec-Feb),Japan,Thailand,Leisure/Tourism,Couple,2,9,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,16,515.71,1031.42,49.08,3,Tour Bus,No,No,Satisfied,4,Neutral,None,Poor,Probably,Facebook,No,1502.2,Unfavorable,Partial
TRP0008924,2022,8,Winter (Dec-Feb),Turkey,Thailand,Adventure/Sports,Business Traveler,1,4,Rail,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,25,668.82,668.82,67.42,7,Taxi/Ride-share,Yes,Yes,Satisfied,2,Safe,Mild,Good,Probably,Multiple Platforms,Partially,53.1,Neutral,Full
TRP0008925,2024,2,Summer (Jun-Aug),UAE,Indonesia,Business,Solo,1,5,Air,Airbnb/Vacation Rental,E-Visa,Travel Agent,45,2930.55,2930.55,62.49,6,Public Transport,No,Yes,Satisfied,5,Very Safe,Mild,Good,Maybe,Instagram,Yes,161.9,Neutral,None
TRP0008926,2023,7,Spring (Mar-May),Germany,UAE,Leisure/Tourism,Family,4,4,Road,4-Star Hotel,Embassy Visa,Travel Agent,309,1602.52,6410.08,53.43,7,Rental Car,Yes,Yes,Satisfied,2,Safe,Mild,Excellent,Definitely,Twitter/X,Yes,220.8,Neutral,Full
TRP0008927,2019,3,Summer (Jun-Aug),Mexico,New Zealand,Leisure/Tourism,Family,6,6,Rail,5-Star Hotel,Visa-Free,Direct Hotel/Airline,52,8146.46,48878.76,43.31,4,Public Transport,Yes,No,Very Satisfied,2,Very Safe,Mild,Poor,Probably,YouTube,Partially,176.9,Favorable,Full
TRP0008928,2023,6,Winter (Dec-Feb),Russia,UAE,Leisure/Tourism,Couple,1,15,Air,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,146,318.51,318.51,60.28,3,Taxi/Ride-share,No,No,Neutral,3,Very Safe,Mild,Average,Maybe,Instagram,No,778.8,Unfavorable,Partial
TRP0008929,2022,4,Spring (Mar-May),Brazil,UK,Leisure/Tourism,Family,6,18,Air,Resort,Visa on Arrival,Mobile App,45,19427.53,116565.18,54.74,4,Rental Car,Yes,No,Very Satisfied,2,Very Safe,Moderate,Excellent,Probably,Multiple Platforms,No,959.7,Very Favorable,Partial
TRP0008930,2023,4,Autumn (Sep-Nov),China,France,Leisure/Tourism,Couple,1,3,Road,5-Star Hotel,Visa-Free,Online Travel Agency,28,5430.15,5430.15,34.18,7,Tour Bus,No,No,Satisfied,4,Safe,Mild,Average,Probably,Multiple Platforms,Yes,141.1,Favorable,Full
TRP0008931,2023,6,Winter (Dec-Feb),South Korea,France,Family Visit,Solo,1,5,Air,Airbnb/Vacation Rental,Visa on Arrival,Direct Hotel/Airline,6,1105.59,1105.59,56.14,1,Public Transport,Yes,Yes,Very Satisfied,2,Neutral,Moderate,Excellent,Probably,Facebook,No,147.2,Unfavorable,Full
TRP0008932,2023,5,Summer (Jun-Aug),Saudi Arabia,Morocco,Adventure/Sports,Group Tour,28,17,Rail,3-Star Hotel,Embassy Visa,Travel Agent,17,4185.0,117180.0,78.35,4,Tour Bus,No,No,Satisfied,5,Safe,None,No WiFi,Definitely,Multiple Platforms,No,476.2,Favorable,Full
TRP0008933,2022,5,Winter (Dec-Feb),India,Italy,Religious/Pilgrimage,Couple,2,14,Road,4-Star Hotel,Embassy Visa,Travel Agent,36,5527.77,11055.54,74.4,5,Rental Car,No,Yes,Satisfied,5,Safe,Severe,Excellent,Definitely,Instagram,No,238.6,Neutral,Full
TRP0008934,2022,1,Autumn (Sep-Nov),Mexico,Switzerland,Business,Group Tour,10,2,Air,4-Star Hotel,Visa-Free,Online Travel Agency,22,3275.28,32752.8,101.91,4,Public Transport,Yes,No,Satisfied,4,Safe,Severe,No WiFi,Definitely,Twitter/X,Yes,2752.7,Unfavorable,Full
TRP0008935,2022,12,Summer (Jun-Aug),India,Indonesia,Cultural Exchange,Business Traveler,1,14,Road,3-Star Hotel,Visa-Free,Mobile App,17,1095.35,1095.35,58.55,4,Tour Bus,Yes,No,Neutral,4,Unsafe,Severe,Excellent,Definitely,Instagram,No,41.6,Neutral,Full
TRP0008936,2023,1,Summer (Jun-Aug),France,Italy,Leisure/Tourism,Family,6,12,Rail,Guesthouse,Visa-Free,Direct Hotel/Airline,74,583.33,3499.98,64.01,7,Taxi/Ride-share,No,No,Satisfied,3,Safe,Moderate,Average,Probably,Multiple Platforms,Partially,147.4,Very Unfavorable,Full
TRP0008937,2023,6,Winter (Dec-Feb),France,USA,Education,Couple,2,85,Air,5-Star Hotel,E-Visa,Online Travel Agency,10,6355.04,12710.08,110.27,4,Public Transport,No,No,Satisfied,5,Safe,Moderate,Excellent,Definitely,None,No,1224.7,Neutral,Partial
TRP0008938,2022,7,Spring (Mar-May),Mexico,France,Honeymoon,Couple,1,14,Air,Budget Hotel/Hostel,Visa-Free,Mobile App,40,441.36,441.36,59.88,3,Rental Car,No,Yes,Satisfied,5,Unsafe,Mild,Excellent,Maybe,Facebook,Yes,337.1,Unfavorable,Partial
TRP0008939,2020,5,Summer (Jun-Aug),Saudi Arabia,Spain,Education,Group Tour,10,156,Rail,5-Star Hotel,Embassy Visa,Travel Agent,38,2126.17,21261.7,43.78,5,Rental Car,Yes,No,Satisfied,5,Neutral,Severe,Good,Definitely,Facebook,Yes,190.4,Very Favorable,Partial
TRP0008940,2020,3,Winter (Dec-Feb),Germany,Australia,Leisure/Tourism,Solo,1,9,Ferry,4-Star Hotel,Visa on Arrival,Mobile App,112,763.77,763.77,69.22,4,Public Transport,Yes,Yes,Satisfied,4,Safe,None,Poor,Definitely,TikTok,No,139.7,Very Favorable,Full
TRP0008941,2022,8,Spring (Mar-May),South Korea,UAE,Medical Tourism,Group Tour,11,9,Air,4-Star Hotel,Visa-Free,Online Travel Agency,32,4387.26,48259.86,75.26,5,Walking/Cycling,No,Yes,Very Satisfied,2,Safe,Moderate,Excellent,Probably,None,Yes,9215.4,Very Favorable,None
TRP0008942,2021,5,Spring (Mar-May),South Korea,UK,Business,Group Tour,9,4,Air,3-Star Hotel,Visa-Free,Travel Agent,44,1706.31,15356.79,29.2,4,Taxi/Ride-share,No,Yes,Satisfied,5,Safe,Mild,Average,Maybe,Instagram,No,3504.5,Very Unfavorable,Full
TRP0008943,2022,2,Spring (Mar-May),Spain,UAE,Medical Tourism,Business Traveler,1,25,Air,Resort,Embassy Visa,Direct Hotel/Airline,30,4299.72,4299.72,64.02,3,Public Transport,Yes,No,Dissatisfied,4,Very Safe,Mild,Average,Probably,Instagram,No,335.9,Very Unfavorable,Full
TRP0008944,2019,7,Summer (Jun-Aug),Mexico,Egypt,Leisure/Tourism,Couple,1,15,Air,Airbnb/Vacation Rental,E-Visa,Travel Agent,9,739.53,739.53,36.93,3,Boat,Yes,Yes,Satisfied,5,Very Safe,None,Good,Probably Not,Instagram,No,147.7,Neutral,Partial
TRP0008945,2023,12,Autumn (Sep-Nov),Russia,Greece,Education,Family,5,57,Air,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,46,1223.43,6117.15,37.71,2,Tour Bus,No,No,Satisfied,4,Safe,Moderate,Good,Maybe,None,No,849.1,Very Favorable,Full
TRP0008946,2023,5,Spring (Mar-May),Pakistan,USA,Cultural Exchange,Family,5,10,Road,4-Star Hotel,Visa on Arrival,Corporate Booking,63,4882.09,24410.45,140.47,4,Taxi/Ride-share,Yes,No,Satisfied,4,Unsafe,Mild,Poor,Maybe,Multiple Platforms,No,247.4,Very Favorable,Partial
TRP0008947,2023,2,Spring (Mar-May),Russia,Australia,Family Visit,Backpacker,1,20,Air,5-Star Hotel,Embassy Visa,Online Travel Agency,93,3413.59,3413.59,110.9,6,Rental Car,No,Yes,Very Satisfied,4,Safe,Moderate,Excellent,Maybe,Multiple Platforms,No,127.5,Very Favorable,None
TRP0008948,2024,7,Spring (Mar-May),Pakistan,France,Adventure/Sports,Family,5,3,Air,Airbnb/Vacation Rental,Visa on Arrival,Travel Agent,42,1566.73,7833.65,110.91,6,Public Transport,Yes,No,Very Satisfied,5,Neutral,Mild,Good,Maybe,TikTok,Partially,3634.7,Neutral,Full
TRP0008949,2024,7,Summer (Jun-Aug),Turkey,Egypt,Religious/Pilgrimage,Couple,1,11,Air,4-Star Hotel,Visa-Free,Online Travel Agency,11,6144.74,6144.74,93.9,5,Walking/Cycling,Yes,No,Satisfied,3,Very Safe,Mild,Excellent,Maybe,Facebook,No,274.2,Very Unfavorable,Partial
TRP0008950,2024,1,Autumn (Sep-Nov),Russia,Greece,Cultural Exchange,Family,6,18,Air,4-Star Hotel,Embassy Visa,Corporate Booking,14,3032.6,18195.6,109.69,4,Taxi/Ride-share,No,No,Very Satisfied,5,Unsafe,None,Excellent,Definitely,TikTok,Partially,3025.4,Favorable,None
TRP0008951,2021,4,Autumn (Sep-Nov),China,Japan,Medical Tourism,Couple,1,17,Rail,Resort,Visa-Free,Mobile App,19,7017.17,7017.17,108.27,1,Walking/Cycling,Yes,No,Satisfied,4,Unsafe,Mild,Excellent,Probably,None,No,36.8,Favorable,None
TRP0008952,2022,12,Winter (Dec-Feb),Brazil,UK,Leisure/Tourism,Solo,1,12,Road,3-Star Hotel,E-Visa,Online Travel Agency,96,1238.09,1238.09,75.35,8,Walking/Cycling,No,Yes,Very Satisfied,5,Safe,Moderate,Poor,Probably,None,No,121.0,Unfavorable,Full
TRP0008953,2022,7,Summer (Jun-Aug),Brazil,Thailand,Religious/Pilgrimage,Business Traveler,1,13,Air,Budget Hotel/Hostel,E-Visa,Mobile App,80,259.37,259.37,105.77,4,Tour Bus,No,Yes,Satisfied,4,Safe,Mild,Average,Probably,Instagram,Partially,115.0,Unfavorable,Full
TRP0008954,2023,1,Summer (Jun-Aug),France,New Zealand,Leisure/Tourism,Solo,1,20,Road,Airbnb/Vacation Rental,Visa-Free,Mobile App,13,990.27,990.27,54.56,10,Walking/Cycling,Yes,Yes,Very Satisfied,4,Very Safe,Mild,No WiFi,Probably,Instagram,No,124.3,Very Favorable,Partial
TRP0008955,2019,6,Autumn (Sep-Nov),Pakistan,Australia,Leisure/Tourism,Solo,1,6,Air,Resort,Visa-Free,Online Travel Agency,7,4286.91,4286.91,55.26,3,Public Transport,No,Yes,Satisfied,5,Very Safe,None,Good,Definitely,Facebook,No,470.5,Unfavorable,Partial
TRP0008956,2023,2,Spring (Mar-May),Japan,Maldives,Medical Tourism,Family,4,21,Air,5-Star Hotel,Visa on Arrival,Travel Agent,16,2574.72,10298.88,73.69,2,Taxi/Ride-share,Yes,Yes,Very Satisfied,4,Very Safe,None,Good,Definitely,Instagram,Partially,2982.1,Unfavorable,Full
TRP0008957,2020,10,Winter (Dec-Feb),France,Australia,Digital Nomad,Group Tour,27,23,Air,Airbnb/Vacation Rental,Visa-Free,Mobile App,59,791.22,21362.94,60.01,6,Walking/Cycling,No,No,Very Satisfied,4,Neutral,None,Good,Probably,YouTube,Partially,13130.9,Neutral,Partial
TRP0008958,2022,7,Autumn (Sep-Nov),USA,Malaysia,Religious/Pilgrimage,Business Traveler,1,17,Air,Resort,Visa-Free,Online Travel Agency,34,3215.35,3215.35,33.39,2,Public Transport,Yes,No,Neutral,4,Safe,Mild,No WiFi,Probably,Facebook,No,707.2,Favorable,Full
TRP0008959,2024,8,Autumn (Sep-Nov),Russia,UK,Medical Tourism,Solo,1,8,Air,Resort,E-Visa,Travel Agent,19,2026.26,2026.26,177.91,4,Rental Car,No,No,Neutral,5,Very Safe,None,Average,Probably Not,Twitter/X,No,466.2,Favorable,Full
TRP0008960,2019,10,Summer (Jun-Aug),Russia,Spain,Leisure/Tourism,Family,5,6,Road,3-Star Hotel,E-Visa,Online Travel Agency,36,1437.46,7187.3,35.65,5,Public Transport,No,Yes,Satisfied,2,Unsafe,Moderate,Average,Maybe,Facebook,Yes,302.4,Very Favorable,Partial
TRP0008961,2022,12,Autumn (Sep-Nov),Japan,Greece,Adventure/Sports,Family,5,4,Air,Budget Hotel/Hostel,Visa-Free,Direct Hotel/Airline,19,2144.86,10724.3,126.38,4,Rental Car,Yes,No,Very Satisfied,4,Very Safe,Mild,Poor,Definitely,Instagram,No,771.1,Unfavorable,Full
TRP0008962,2021,10,Summer (Jun-Aug),UK,UAE,Medical Tourism,Couple,1,11,Road,Budget Hotel/Hostel,Visa-Free,Mobile App,53,3046.14,3046.14,37.68,4,Tour Bus,Yes,No,Satisfied,5,Very Safe,Moderate,Good,Definitely Not,Instagram,Partially,95.5,Neutral,Full
TRP0008963,2023,7,Summer (Jun-Aug),Germany,Singapore,Religious/Pilgrimage,Solo,1,8,Ferry,3-Star Hotel,Visa-Free,Mobile App,17,1508.17,1508.17,127.73,5,Public Transport,Yes,Yes,Satisfied,3,Safe,None,Good,Maybe,Instagram,Partially,58.2,Neutral,Partial
TRP0008964,2020,7,Spring (Mar-May),UK,Egypt,Business,Group Tour,18,2,Rail,3-Star Hotel,Visa on Arrival,Corporate Booking,7,4132.41,74383.38,94.25,2,Tour Bus,Yes,Yes,Satisfied,4,Very Safe,Mild,Average,Definitely,None,No,707.2,Unfavorable,Partial
TRP0008965,2023,9,Winter (Dec-Feb),Pakistan,Spain,Business,Group Tour,9,2,Ferry,Airbnb/Vacation Rental,Embassy Visa,Online Travel Agency,65,3084.81,27763.29,56.0,9,Rental Car,Yes,No,Neutral,4,Safe,None,Poor,Definitely,Twitter/X,No,1775.0,Very Favorable,Full
TRP0008966,2023,3,Autumn (Sep-Nov),USA,New Zealand,Religious/Pilgrimage,Family,3,7,Air,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,37,516.86,1550.58,63.8,3,Taxi/Ride-share,Yes,No,Neutral,3,Safe,None,Poor,Definitely,Instagram,No,2266.1,Favorable,Partial
TRP0008967,2023,11,Autumn (Sep-Nov),Brazil,Canada,Religious/Pilgrimage,Solo,1,14,Air,Budget Hotel/Hostel,Embassy Visa,Travel Agent,99,256.32,256.32,43.36,3,Rental Car,Yes,Yes,Satisfied,4,Unsafe,Moderate,Excellent,Definitely,None,Partially,528.2,Very Favorable,Full
TRP0008968,2021,2,Autumn (Sep-Nov),Australia,Egypt,Business,Solo,1,4,Air,Budget Hotel/Hostel,Visa-Free,Mobile App,23,1299.18,1299.18,61.76,5,Public Transport,Yes,No,Satisfied,4,Neutral,None,Average,Maybe,Instagram,Yes,872.6,Very Favorable,Partial
TRP0008969,2022,2,Winter (Dec-Feb),Australia,Greece,Religious/Pilgrimage,Business Traveler,1,8,Air,4-Star Hotel,E-Visa,Travel Agent,8,2299.72,2299.72,52.01,7,Public Transport,No,No,Very Satisfied,5,Safe,Moderate,Good,Definitely,Twitter/X,Yes,211.3,Neutral,None
TRP0008970,2024,9,Autumn (Sep-Nov),Saudi Arabia,Morocco,Education,Group Tour,29,158,Rail,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,34,368.07,10674.03,45.6,4,Public Transport,No,Yes,Neutral,4,Safe,Moderate,Excellent,Definitely,Multiple Platforms,No,677.1,Favorable,Full
TRP0008971,2019,3,Autumn (Sep-Nov),Canada,Singapore,Leisure/Tourism,Family,3,20,Air,Airbnb/Vacation Rental,Visa on Arrival,Mobile App,81,1010.88,3032.64,17.87,5,Taxi/Ride-share,Yes,No,Satisfied,5,Safe,Moderate,Excellent,Probably,TikTok,Yes,2233.7,Neutral,Partial
TRP0008972,2019,1,Autumn (Sep-Nov),Pakistan,Australia,Leisure/Tourism,Family,4,3,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,20,1535.95,6143.8,88.44,5,Walking/Cycling,Yes,Yes,Satisfied,4,Very Safe,Severe,Good,Definitely,Facebook,Partially,697.9,Unfavorable,Full
TRP0008973,2020,3,Spring (Mar-May),Mexico,New Zealand,Leisure/Tourism,Family,6,4,Air,4-Star Hotel,E-Visa,Online Travel Agency,30,5052.63,30315.78,36.25,2,Taxi/Ride-share,No,Yes,Satisfied,4,Safe,Mild,Average,Probably,Instagram,Partially,2291.2,Very Favorable,Partial
TRP0008974,2023,1,Winter (Dec-Feb),Turkey,USA,Religious/Pilgrimage,Solo,1,20,Air,Guesthouse,Embassy Visa,Direct Hotel/Airline,29,3875.1,3875.1,43.17,4,Rental Car,Yes,No,Neutral,5,Safe,None,Good,Maybe,Facebook,No,307.9,Very Unfavorable,Full
TRP0008975,2023,11,Winter (Dec-Feb),France,Malaysia,Family Visit,Solo,1,16,Air,Budget Hotel/Hostel,E-Visa,Direct Hotel/Airline,9,429.93,429.93,45.32,2,Public Transport,Yes,No,Satisfied,4,Neutral,Mild,Average,Definitely,TikTok,No,828.7,Neutral,Full
TRP0008976,2023,3,Summer (Jun-Aug),Mexico,Switzerland,Leisure/Tourism,Group Tour,25,9,Air,Airbnb/Vacation Rental,Embassy Visa,Travel Agent,34,2675.74,66893.5,60.5,7,Walking/Cycling,No,Yes,Satisfied,4,Very Safe,Mild,Excellent,Maybe,Multiple Platforms,No,9490.8,Neutral,Full
TRP0008977,2023,1,Spring (Mar-May),Saudi Arabia,Malaysia,Business,Group Tour,21,4,Road,4-Star Hotel,Embassy Visa,Online Travel Agency,55,5176.99,108716.79,49.11,6,Public Transport,Yes,No,Very Dissatisfied,1,Very Unsafe,None,Poor,Definitely,Multiple Platforms,Yes,847.7,Favorable,Full
TRP0008978,2023,1,Spring (Mar-May),France,UK,Leisure/Tourism,Solo,1,17,Air,Budget Hotel/Hostel,Embassy Visa,Online Travel Agency,63,401.4,401.4,66.02,4,Taxi/Ride-share,No,Yes,Very Satisfied,3,Safe,None,Good,Probably,Instagram,Partially,884.5,Very Favorable,Full
TRP0008979,2023,12,Spring (Mar-May),Canada,Malaysia,Business,Group Tour,25,6,Air,Airbnb/Vacation Rental,Visa-Free,Travel Agent,17,1772.49,44312.25,47.1,7,Rental Car,No,Yes,Very Satisfied,3,Safe,None,Average,Probably,Facebook,Yes,10287.8,Very Favorable,Partial
TRP0008980,2019,11,Summer (Jun-Aug),Turkey,Morocco,Family Visit,Solo,1,9,Air,3-Star Hotel,Visa-Free,Direct Hotel/Airline,16,1842.53,1842.53,91.81,3,Taxi/Ride-share,No,No,Very Satisfied,4,Safe,Severe,Poor,Probably,Facebook,No,129.5,Favorable,Partial
TRP0008981,2020,4,Winter (Dec-Feb),Netherlands,Switzerland,Adventure/Sports,Family,5,9,Rail,Airbnb/Vacation Rental,Visa on Arrival,Mobile App,137,411.97,2059.85,38.3,4,Rental Car,Yes,Yes,Satisfied,4,Neutral,None,Good,Maybe,TikTok,Partially,190.1,Neutral,Full
TRP0008982,2023,12,Winter (Dec-Feb),India,UK,Leisure/Tourism,Solo,1,18,Road,Budget Hotel/Hostel,E-Visa,Online Travel Agency,171,1266.32,1266.32,213.1,4,Rental Car,No,No,Satisfied,4,Neutral,Moderate,Average,Maybe,Facebook,No,90.3,Favorable,Partial
TRP0008983,2023,10,Winter (Dec-Feb),Netherlands,USA,Leisure/Tourism,Backpacker,2,19,Ferry,3-Star Hotel,Embassy Visa,Travel Agent,75,1913.61,3827.22,48.89,3,Public Transport,Yes,Yes,Very Satisfied,5,Neutral,Moderate,Excellent,Definitely,TikTok,No,426.6,Favorable,Full
TRP0008984,2023,3,Summer (Jun-Aug),China,Singapore,Business,Group Tour,23,5,Air,5-Star Hotel,Visa on Arrival,Travel Agent,54,2715.56,62457.88,98.35,6,Public Transport,No,Yes,Satisfied,4,Very Safe,Mild,Excellent,Definitely,Instagram,No,10024.7,Very Favorable,Full
TRP0008985,2023,7,Autumn (Sep-Nov),Turkey,Egypt,Business,Family,3,3,Air,4-Star Hotel,E-Visa,Travel Agent,39,2877.58,8632.74,161.48,5,Taxi/Ride-share,Yes,Yes,Very Satisfied,4,Very Safe,None,Poor,Definitely,Facebook,Partially,2302.8,Favorable,Full
TRP0008986,2021,11,Spring (Mar-May),France,USA,Business,Business Traveler,1,3,Rail,Budget Hotel/Hostel,Embassy Visa,Travel Agent,27,2479.04,2479.04,87.19,2,Tour Bus,No,Yes,Dissatisfied,2,Safe,None,Average,Probably Not,None,Yes,46.8,Neutral,Full
TRP0008987,2024,8,Spring (Mar-May),Brazil,Switzerland,Business,Solo,1,2,Rail,3-Star Hotel,Visa-Free,Online Travel Agency,182,1208.42,1208.42,92.74,5,Taxi/Ride-share,No,No,Neutral,5,Neutral,Moderate,Average,Probably,Facebook,Yes,26.9,Unfavorable,Full
TRP0008988,2023,6,Autumn (Sep-Nov),Canada,Japan,Religious/Pilgrimage,Group Tour,8,20,Road,Budget Hotel/Hostel,Embassy Visa,Corporate Booking,49,495.65,3965.2,55.52,5,Public Transport,No,No,Satisfied,5,Safe,None,Poor,Definitely Not,Twitter/X,No,908.8,Neutral,Partial
TRP0008989,2024,8,Autumn (Sep-Nov),Australia,Morocco,Leisure/Tourism,Solo,1,20,Air,5-Star Hotel,E-Visa,Direct Hotel/Airline,25,4837.86,4837.86,52.79,8,Taxi/Ride-share,Yes,Yes,Satisfied,4,Safe,None,Poor,Definitely,YouTube,No,140.5,Very Unfavorable,None
TRP0008990,2019,12,Summer (Jun-Aug),Saudi Arabia,Australia,Family Visit,Couple,1,6,Road,4-Star Hotel,E-Visa,Corporate Booking,45,3117.84,3117.84,80.86,5,Taxi/Ride-share,No,Yes,Very Dissatisfied,5,Safe,None,Poor,Definitely,Facebook,No,57.5,Unfavorable,Full
TRP0008991,2020,3,Summer (Jun-Aug),UAE,Greece,Cultural Exchange,Business Traveler,1,14,Road,3-Star Hotel,E-Visa,Online Travel Agency,9,617.94,617.94,25.02,3,Taxi/Ride-share,Yes,No,Satisfied,5,Safe,None,Good,Maybe,Instagram,No,20.4,Favorable,Partial
TRP0008992,2020,1,Autumn (Sep-Nov),Spain,Spain,Honeymoon,Couple,2,11,Cruise Ship,Guesthouse,Visa-Free,Online Travel Agency,18,830.33,1660.66,91.18,6,Taxi/Ride-share,Yes,No,Satisfied,4,Neutral,Severe,Average,Definitely Not,Instagram,Partially,639.2,Very Unfavorable,Full
TRP0008993,2023,10,Winter (Dec-Feb),USA,Singapore,Leisure/Tourism,Group Tour,15,10,Road,3-Star Hotel,E-Visa,Travel Agent,30,1011.53,15172.95,106.71,6,Tour Bus,No,No,Very Satisfied,4,Safe,Mild,Excellent,Definitely,Facebook,Partially,340.5,Unfavorable,Full
TRP0008994,2022,12,Spring (Mar-May),USA,Maldives,Leisure/Tourism,Group Tour,29,5,Ferry,3-Star Hotel,Visa-Free,Online Travel Agency,30,1749.25,50728.25,30.41,5,Taxi/Ride-share,Yes,No,Satisfied,3,Unsafe,None,Average,Maybe,TikTok,Yes,2617.9,Favorable,Full
TRP0008995,2019,4,Summer (Jun-Aug),Netherlands,Thailand,Leisure/Tourism,Business Traveler,1,14,Air,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,16,902.59,902.59,96.21,3,Public Transport,Yes,No,Satisfied,5,Safe,Moderate,Excellent,Definitely,Twitter/X,No,537.6,Very Favorable,Partial
TRP0008996,2024,10,Autumn (Sep-Nov),Germany,New Zealand,Leisure/Tourism,Couple,1,5,Cruise Ship,Budget Hotel/Hostel,E-Visa,Travel Agent,15,856.79,856.79,36.79,4,Walking/Cycling,No,No,Satisfied,1,Safe,Moderate,Good,Definitely,Twitter/X,No,207.4,Neutral,None
TRP0008997,2023,2,Spring (Mar-May),USA,Malaysia,Family Visit,Couple,2,19,Ferry,3-Star Hotel,E-Visa,Direct Hotel/Airline,57,764.84,1529.68,44.12,6,Taxi/Ride-share,No,Yes,Very Satisfied,5,Very Safe,Moderate,Good,Definitely,TikTok,Yes,158.2,Favorable,Partial
TRP0008998,2023,3,Autumn (Sep-Nov),Russia,New Zealand,Leisure/Tourism,Backpacker,1,18,Air,Budget Hotel/Hostel,E-Visa,Corporate Booking,20,1069.35,1069.35,72.85,3,Rental Car,Yes,No,Very Satisfied,4,Unsafe,Mild,Good,Probably,None,Yes,684.7,Very Unfavorable,Full
TRP0008999,2023,7,Summer (Jun-Aug),Spain,USA,Leisure/Tourism,Family,5,3,Air,3-Star Hotel,E-Visa,Direct Hotel/Airline,30,1685.63,8428.15,85.59,5,Tour Bus,No,Yes,Dissatisfied,4,Safe,Mild,Excellent,Maybe,Instagram,No,3786.3,Favorable,Partial
TRP0009000,2021,6,Autumn (Sep-Nov),Mexico,Greece,Leisure/Tourism,Solo,1,19,Road,4-Star Hotel,E-Visa,Travel Agent,72,2214.72,2214.72,86.33,0,Rental Car,Yes,No,Dissatisfied,5,Neutral,Mild,Excellent,Probably,Facebook,No,57.8,Very Unfavorable,Partial
TRP0009001,2019,1,Summer (Jun-Aug),Netherlands,Spain,Leisure/Tourism,Family,6,13,Rail,5-Star Hotel,Visa-Free,Direct Hotel/Airline,17,1028.48,6170.88,18.51,4,Taxi/Ride-share,No,No,Satisfied,4,Safe,None,Good,Definitely Not,Instagram,No,299.8,Favorable,Full
TRP0009002,2019,1,Summer (Jun-Aug),Japan,Switzerland,Business,Solo,1,3,Cruise Ship,Budget Hotel/Hostel,Embassy Visa,Travel Agent,7,1123.57,1123.57,30.63,6,Boat,No,Yes,Satisfied,3,Neutral,None,Good,Probably,Instagram,No,354.2,Neutral,Partial
TRP0009003,2022,6,Spring (Mar-May),UK,Greece,Medical Tourism,Business Traveler,1,21,Air,Guesthouse,Visa-Free,Direct Hotel/Airline,62,741.24,741.24,69.35,3,Public Transport,Yes,Yes,Satisfied,4,Very Safe,Moderate,Excellent,Probably,Multiple Platforms,Yes,203.1,Neutral,Partial
TRP0009004,2019,1,Summer (Jun-Aug),Saudi Arabia,Japan,Honeymoon,Solo,1,16,Road,Airbnb/Vacation Rental,Visa on Arrival,Direct Hotel/Airline,35,1705.6,1705.6,56.69,5,Rental Car,No,No,Dissatisfied,3,Unsafe,Mild,Poor,Probably,YouTube,Partially,75.4,Very Favorable,None
TRP0009005,2022,11,Winter (Dec-Feb),USA,Japan,Leisure/Tourism,Couple,1,19,Air,Airbnb/Vacation Rental,E-Visa,Travel Agent,25,7377.55,7377.55,42.04,1,Rental Car,Yes,Yes,Very Satisfied,3,Very Safe,Mild,Average,Definitely,Instagram,Yes,319.7,Favorable,Full
